form_id,skill_slot,skill_id,skill_name_kr,skill_role,category,axis_primary,axis_secondary,delta_pattern,base_power,pp,affected_axis_count,purity_level,mechanic_link,mechanic_params,route_function,upgrade_rule,temperature_delta,brightness_delta,smell_delta,humidity_delta,sound_delta,design_note
rumble_bear_d1_1,1,rumble_bear_d1_1__s1,빛 절삭,capture_core,stimulate,brightness,smell|sound,raise,3,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-3,2,0,-2,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
rumble_bear_d1_1,2,rumble_bear_d1_1__s2,향 유도,route_bridge,hybrid,smell,temperature,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,-2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
rumble_bear_d1_1,3,rumble_bear_d1_1__s3,위압 임계 운용,mechanic_core,hybrid,brightness,smell,check,2,3,2,2,panic_threshold,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-2,1,0,0,불필요한 축 일부 제거 / 위압 임계 메커닉 반영
rumble_bear_d1_2,1,rumble_bear_d1_2__s1,빛 절삭,capture_core,stimulate,brightness,smell|sound,raise,3,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-3,2,0,-2,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
rumble_bear_d1_2,2,rumble_bear_d1_2__s2,향 유도,route_bridge,hybrid,smell,temperature,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,-2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
rumble_bear_d1_2,3,rumble_bear_d1_2__s3,위압 임계 운용,mechanic_core,hybrid,brightness,smell,check,2,3,2,2,panic_threshold,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-2,1,0,0,불필요한 축 일부 제거 / 위압 임계 메커닉 반영
rumble_bear_d1_3,1,rumble_bear_d1_3__s1,빛 절삭,capture_core,stimulate,brightness,smell|sound,raise,3,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-3,2,0,-2,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
rumble_bear_d1_3,2,rumble_bear_d1_3__s2,향 유도,route_bridge,hybrid,smell,temperature,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,-2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
rumble_bear_d1_3,3,rumble_bear_d1_3__s3,위압 임계 운용,mechanic_core,hybrid,brightness,smell,check,2,3,2,2,panic_threshold,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-2,1,0,0,불필요한 축 일부 제거 / 위압 임계 메커닉 반영
rumble_bear_d2_0,1,rumble_bear_d2_0__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
rumble_bear_d2_0,2,rumble_bear_d2_0__s2,향 유도,route_bridge,hybrid,smell,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-3,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
rumble_bear_d2_0,3,rumble_bear_d2_0__s3,위압 임계 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,panic_threshold,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 위압 임계 메커닉 반영
rumble_bear_d2_1,1,rumble_bear_d2_1__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
rumble_bear_d2_1,2,rumble_bear_d2_1__s2,향 유도,route_bridge,hybrid,smell,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-3,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
rumble_bear_d2_1,3,rumble_bear_d2_1__s3,위압 임계 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,panic_threshold,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 위압 임계 메커닉 반영
rumble_bear_d2_2,1,rumble_bear_d2_2__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
rumble_bear_d2_2,2,rumble_bear_d2_2__s2,향 유도,route_bridge,hybrid,smell,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-3,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
rumble_bear_d2_2,3,rumble_bear_d2_2__s3,위압 임계 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,panic_threshold,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 위압 임계 메커닉 반영
rumble_bear_d2_3,1,rumble_bear_d2_3__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
rumble_bear_d2_3,2,rumble_bear_d2_3__s2,향 유도,route_bridge,hybrid,smell,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-3,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
rumble_bear_d2_3,3,rumble_bear_d2_3__s3,위압 임계 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,panic_threshold,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 위압 임계 메커닉 반영
rumble_bear_d2_4,1,rumble_bear_d2_4__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
rumble_bear_d2_4,2,rumble_bear_d2_4__s2,향 유도,route_bridge,hybrid,smell,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-3,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
rumble_bear_d2_4,3,rumble_bear_d2_4__s3,위압 임계 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,panic_threshold,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 위압 임계 메커닉 반영
rumble_bear_d2_5,1,rumble_bear_d2_5__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
rumble_bear_d2_5,2,rumble_bear_d2_5__s2,향 유도,route_bridge,hybrid,smell,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-3,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
rumble_bear_d2_5,3,rumble_bear_d2_5__s3,위압 임계 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,panic_threshold,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 위압 임계 메커닉 반영
rumble_bear_d2_6,1,rumble_bear_d2_6__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
rumble_bear_d2_6,2,rumble_bear_d2_6__s2,향 유도,route_bridge,hybrid,smell,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-3,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
rumble_bear_d2_6,3,rumble_bear_d2_6__s3,위압 임계 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,panic_threshold,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 위압 임계 메커닉 반영
rumble_bear_d2_7,1,rumble_bear_d2_7__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
rumble_bear_d2_7,2,rumble_bear_d2_7__s2,향 유도,route_bridge,hybrid,smell,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-3,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
rumble_bear_d2_7,3,rumble_bear_d2_7__s3,위압 임계 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,panic_threshold,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 위압 임계 메커닉 반영
thorn_hedgehog,1,thorn_hedgehog__s1,울림 절삭,capture_core,stimulate,sound,smell|temperature|brightness,raise,3,5,2,1,,,current_capture,main axis focus strengthens as the form devolves,0,0,1,0,-3,거친 다축형 / 현재 포획 핵심축 대응
thorn_hedgehog,2,thorn_hedgehog__s2,향 유도,route_bridge,hybrid,smell,temperature|brightness,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,-1,1,0,0,거친 다축형 / 다음 루트 연결축 준비
thorn_hedgehog,3,thorn_hedgehog__s3,가시 튕김 운용,mechanic_core,hybrid,sound,smell,check,50,3,2,1,thorn_bounce,"[3, 50]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,1,0,-2,거친 다축형 / 가시 튕김 메커닉 반영
thorn_hedgehog_d1_0,1,thorn_hedgehog_d1_0__s1,울림 절삭,capture_core,stimulate,sound,smell|temperature,raise,5,4,2,2,,,current_capture,main axis focus strengthens as the form devolves,0,0,2,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
thorn_hedgehog_d1_0,2,thorn_hedgehog_d1_0__s2,향 유도,route_bridge,hybrid,smell,temperature,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
thorn_hedgehog_d1_0,3,thorn_hedgehog_d1_0__s3,가시 튕김 운용,mechanic_core,hybrid,sound,smell,check,50,3,2,2,thorn_bounce,"[2, 50]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,1,0,-3,불필요한 축 일부 제거 / 가시 튕김 메커닉 반영
thorn_hedgehog_d1_1,1,thorn_hedgehog_d1_1__s1,울림 절삭,capture_core,stimulate,sound,smell|temperature,raise,5,4,2,2,,,current_capture,main axis focus strengthens as the form devolves,0,0,2,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
thorn_hedgehog_d1_1,2,thorn_hedgehog_d1_1__s2,향 유도,route_bridge,hybrid,smell,temperature,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
thorn_hedgehog_d1_1,3,thorn_hedgehog_d1_1__s3,가시 튕김 운용,mechanic_core,hybrid,sound,smell,check,50,3,2,2,thorn_bounce,"[2, 50]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,1,0,-3,불필요한 축 일부 제거 / 가시 튕김 메커닉 반영
thorn_hedgehog_d1_2,1,thorn_hedgehog_d1_2__s1,울림 절삭,capture_core,stimulate,sound,smell|temperature,raise,5,4,2,2,,,current_capture,main axis focus strengthens as the form devolves,0,0,2,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
thorn_hedgehog_d1_2,2,thorn_hedgehog_d1_2__s2,향 유도,route_bridge,hybrid,smell,temperature,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
thorn_hedgehog_d1_2,3,thorn_hedgehog_d1_2__s3,가시 튕김 운용,mechanic_core,hybrid,sound,smell,check,50,3,2,2,thorn_bounce,"[2, 50]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,1,0,-3,불필요한 축 일부 제거 / 가시 튕김 메커닉 반영
thorn_hedgehog_d2_0,1,thorn_hedgehog_d2_0__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
thorn_hedgehog_d2_0,2,thorn_hedgehog_d2_0__s2,향 유도,route_bridge,hybrid,smell,,raise,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,5,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
thorn_hedgehog_d2_0,3,thorn_hedgehog_d2_0__s3,가시 튕김 운용,mechanic_core,hybrid,sound,,check,100,2,1,3,thorn_bounce,"[2, 100]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 가시 튕김 메커닉 반영
thorn_hedgehog_d2_1,1,thorn_hedgehog_d2_1__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
thorn_hedgehog_d2_1,2,thorn_hedgehog_d2_1__s2,향 유도,route_bridge,hybrid,smell,,raise,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,5,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
thorn_hedgehog_d2_1,3,thorn_hedgehog_d2_1__s3,가시 튕김 운용,mechanic_core,hybrid,sound,,check,100,2,1,3,thorn_bounce,"[2, 100]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 가시 튕김 메커닉 반영
thorn_hedgehog_d2_2,1,thorn_hedgehog_d2_2__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
thorn_hedgehog_d2_2,2,thorn_hedgehog_d2_2__s2,향 유도,route_bridge,hybrid,smell,,raise,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,5,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
thorn_hedgehog_d2_2,3,thorn_hedgehog_d2_2__s3,가시 튕김 운용,mechanic_core,hybrid,sound,,check,100,2,1,3,thorn_bounce,"[2, 100]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 가시 튕김 메커닉 반영
thorn_hedgehog_d2_3,1,thorn_hedgehog_d2_3__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
thorn_hedgehog_d2_3,2,thorn_hedgehog_d2_3__s2,향 유도,route_bridge,hybrid,smell,,raise,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,5,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
thorn_hedgehog_d2_3,3,thorn_hedgehog_d2_3__s3,가시 튕김 운용,mechanic_core,hybrid,sound,,check,100,2,1,3,thorn_bounce,"[2, 100]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 가시 튕김 메커닉 반영
thorn_hedgehog_d2_4,1,thorn_hedgehog_d2_4__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
thorn_hedgehog_d2_4,2,thorn_hedgehog_d2_4__s2,향 유도,route_bridge,hybrid,smell,,raise,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,5,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
thorn_hedgehog_d2_4,3,thorn_hedgehog_d2_4__s3,가시 튕김 운용,mechanic_core,hybrid,sound,,check,100,2,1,3,thorn_bounce,"[2, 100]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 가시 튕김 메커닉 반영
thorn_hedgehog_d2_5,1,thorn_hedgehog_d2_5__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
thorn_hedgehog_d2_5,2,thorn_hedgehog_d2_5__s2,향 유도,route_bridge,hybrid,smell,,raise,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,5,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
thorn_hedgehog_d2_5,3,thorn_hedgehog_d2_5__s3,가시 튕김 운용,mechanic_core,hybrid,sound,,check,100,2,1,3,thorn_bounce,"[2, 100]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 가시 튕김 메커닉 반영
storm_hawk,1,storm_hawk__s1,빛 정제,capture_core,stimulate,brightness,sound|humidity|temperature,raise,3,5,3,1,,,current_capture,main axis focus strengthens as the form devolves,0,3,0,1,2,거친 다축형 / 현재 포획 핵심축 대응
storm_hawk,2,storm_hawk__s2,울림 유도,route_bridge,hybrid,sound,temperature|smell,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,1,0,1,0,1,거친 다축형 / 다음 루트 연결축 준비
storm_hawk,3,storm_hawk__s3,체크포인트 운용,mechanic_core,hybrid,brightness,sound,check,3,3,2,1,checkpoint_turn,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,2,0,0,1,거친 다축형 / 체크포인트 메커닉 반영
storm_hawk_d1_0,1,storm_hawk_d1_0__s1,빛 정제,capture_core,stimulate,brightness,temperature|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-2,5,0,2,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
storm_hawk_d1_0,2,storm_hawk_d1_0__s2,온기 유도,route_bridge,hybrid,temperature,smell,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,2,0,1,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
storm_hawk_d1_0,3,storm_hawk_d1_0__s3,체크포인트 운용,mechanic_core,hybrid,brightness,temperature,check,3,3,2,2,checkpoint_turn,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-1,3,0,0,0,불필요한 축 일부 제거 / 체크포인트 메커닉 반영
storm_hawk_d1_1,1,storm_hawk_d1_1__s1,빛 정제,capture_core,stimulate,brightness,temperature|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-2,5,0,2,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
storm_hawk_d1_1,2,storm_hawk_d1_1__s2,온기 유도,route_bridge,hybrid,temperature,smell,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,2,0,1,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
storm_hawk_d1_1,3,storm_hawk_d1_1__s3,체크포인트 운용,mechanic_core,hybrid,brightness,temperature,check,3,3,2,2,checkpoint_turn,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-1,3,0,0,0,불필요한 축 일부 제거 / 체크포인트 메커닉 반영
storm_hawk_d1_2,1,storm_hawk_d1_2__s1,빛 정제,capture_core,stimulate,brightness,temperature|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-2,5,0,2,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
storm_hawk_d1_2,2,storm_hawk_d1_2__s2,온기 유도,route_bridge,hybrid,temperature,smell,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,2,0,1,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
storm_hawk_d1_2,3,storm_hawk_d1_2__s3,체크포인트 운용,mechanic_core,hybrid,brightness,temperature,check,3,3,2,2,checkpoint_turn,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-1,3,0,0,0,불필요한 축 일부 제거 / 체크포인트 메커닉 반영
storm_hawk_d2_0,1,storm_hawk_d2_0__s1,빛 정제,capture_core,stimulate,brightness,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
storm_hawk_d2_0,2,storm_hawk_d2_0__s2,온기 유도,route_bridge,hybrid,temperature,,lower,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,4,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
storm_hawk_d2_0,3,storm_hawk_d2_0__s3,체크포인트 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,checkpoint_turn,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,3,0,0,0,핵심축만 남긴 정제형 / 체크포인트 메커닉 반영
storm_hawk_d2_1,1,storm_hawk_d2_1__s1,빛 정제,capture_core,stimulate,brightness,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
storm_hawk_d2_1,2,storm_hawk_d2_1__s2,온기 유도,route_bridge,hybrid,temperature,,lower,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,4,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
storm_hawk_d2_1,3,storm_hawk_d2_1__s3,체크포인트 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,checkpoint_turn,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,3,0,0,0,핵심축만 남긴 정제형 / 체크포인트 메커닉 반영
storm_hawk_d2_2,1,storm_hawk_d2_2__s1,빛 정제,capture_core,stimulate,brightness,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
storm_hawk_d2_2,2,storm_hawk_d2_2__s2,온기 유도,route_bridge,hybrid,temperature,,lower,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,4,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
storm_hawk_d2_2,3,storm_hawk_d2_2__s3,체크포인트 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,checkpoint_turn,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,3,0,0,0,핵심축만 남긴 정제형 / 체크포인트 메커닉 반영
storm_hawk_d2_3,1,storm_hawk_d2_3__s1,빛 정제,capture_core,stimulate,brightness,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
storm_hawk_d2_3,2,storm_hawk_d2_3__s2,온기 유도,route_bridge,hybrid,temperature,,lower,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,4,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
storm_hawk_d2_3,3,storm_hawk_d2_3__s3,체크포인트 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,checkpoint_turn,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,3,0,0,0,핵심축만 남긴 정제형 / 체크포인트 메커닉 반영
storm_hawk_d2_4,1,storm_hawk_d2_4__s1,빛 정제,capture_core,stimulate,brightness,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
storm_hawk_d2_4,2,storm_hawk_d2_4__s2,온기 유도,route_bridge,hybrid,temperature,,lower,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,4,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
storm_hawk_d2_4,3,storm_hawk_d2_4__s3,체크포인트 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,checkpoint_turn,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,3,0,0,0,핵심축만 남긴 정제형 / 체크포인트 메커닉 반영
storm_hawk_d2_5,1,storm_hawk_d2_5__s1,빛 정제,capture_core,stimulate,brightness,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
storm_hawk_d2_5,2,storm_hawk_d2_5__s2,온기 유도,route_bridge,hybrid,temperature,,lower,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,4,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
storm_hawk_d2_5,3,storm_hawk_d2_5__s3,체크포인트 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,checkpoint_turn,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,3,0,0,0,핵심축만 남긴 정제형 / 체크포인트 메커닉 반영
shadow_cat,1,shadow_cat__s1,빛 절삭,capture_core,stimulate,brightness,sound|smell|temperature,raise,3,5,3,1,,,current_capture,main axis focus strengthens as the form devolves,0,-3,-1,0,-2,거친 다축형 / 현재 포획 핵심축 대응
shadow_cat,2,shadow_cat__s2,울림 유도,route_bridge,hybrid,sound,temperature|smell,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,-1,0,-1,거친 다축형 / 다음 루트 연결축 준비
shadow_cat,3,shadow_cat__s3,그림자 빠져나감 운용,mechanic_core,hybrid,brightness,sound,check,2,3,2,1,shadow_escape,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-2,0,0,-1,거친 다축형 / 그림자 빠져나감 메커닉 반영
shadow_cat_d1_0,1,shadow_cat_d1_0__s1,빛 절삭,capture_core,stimulate,brightness,sound|smell,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-5,-2,0,-3,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
shadow_cat_d1_0,2,shadow_cat_d1_0__s2,울림 유도,route_bridge,hybrid,sound,temperature,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,0,0,-1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
shadow_cat_d1_0,3,shadow_cat_d1_0__s3,그림자 빠져나감 운용,mechanic_core,hybrid,brightness,sound,check,3,3,2,2,shadow_escape,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,-2,불필요한 축 일부 제거 / 그림자 빠져나감 메커닉 반영
shadow_cat_d1_1,1,shadow_cat_d1_1__s1,빛 절삭,capture_core,stimulate,brightness,sound|smell,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-5,-2,0,-3,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
shadow_cat_d1_1,2,shadow_cat_d1_1__s2,울림 유도,route_bridge,hybrid,sound,temperature,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,0,0,-1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
